command,mean,stddev,median,user,system,min,max
./main < ./870.txt,0.005966652017266184,0.0017553065382951679,0.006547772800000001,0.0039044709352517993,0.0023749410791366913,0,0.0067468143
./main < ./69.txt,0.005091694744745765,0.002057489916031086,0.006024222300000001,0.003185304271186441,0.002202731050847457,0,0.0062268843
./main < ./53000.txt,0.012078703348648653,0.0017774383414515896,0.011537397299999998,0.01140167891891892,0.0011527832432432434,0.0102935093,0.0167473513
./main < ./9500.txt,0.009080208240816323,0.004782580882820681,0.0127592948,0.007409389306122449,0.002011074367346939,0.0009137153000000004,0.013378750299999999
./main < ./690.txt,0.006044736165357145,0.0014712697776941442,0.006433802300000001,0.003670776714285716,0.002677928857142856,0,0.007166077300000001
./main < ./150.txt,0.0052875353514603585,0.0019382683526717591,0.0060776043,0.00323528378303199,0.00235513788595271,0,0.007092916300000001
./main < ./45.txt,0.0051246047624161125,0.002010826274193339,0.006006909300000001,0.0033248561073825496,0.0020977177852349004,0,0.006327790300000001
./main < ./17000.txt,0.010585662393023257,0.005352680980412729,0.010436515300000001,0.009141795968992249,0.0018072237209302326,0.0027825433000000007,0.0194476733
./main < ./790.txt,0.006151270143617019,0.0014209147073408687,0.006516300300000001,0.003946892482269503,0.002532688226950353,0,0.007116295300000001
./main < ./71.txt,0.0054583534361774735,0.001703184345218979,0.0060185473000000005,0.0034890394539249126,0.002257507781569967,0,0.0070749263
./main < ./33000.txt,0.010437442712322277,0.0035003535625684813,0.0098119113,0.009917332511848344,0.0010295593364928906,0.0066255253,0.022985186300000002
./main < ./50.txt,0.00544305965524017,0.0016824389245702533,0.0060168153000000005,0.0033065408733624455,0.002392375414847162,0,0.006864261300000001
./main < ./390000.txt,0.10092216864000009,0.0009011352988561989,0.10077475080000001,0.09675215000000001,0.004287498399999999,0.09942360130000001,0.10408636530000001
./main < ./6400.txt,0.008789635748071211,0.003481407010807917,0.010553419300000002,0.006784428189910979,0.0022974214243323423,0.0002480653000000001,0.012004637299999999
./main < ./620.txt,0.005286777562989325,0.0022586088537639884,0.0063786083000000006,0.003324321992882564,0.002294398932384343,0,0.0068070923
./main < ./83000.txt,0.018537668864885493,0.0001734854133923344,0.018513923300000002,0.017620399694656494,0.0013678867175572521,0.0181959293,0.0195837333
./main < ./860.txt,0.005446104855493742,0.002338565499010135,0.006545427300000001,0.003642688956884561,0.002206994659248955,0,0.007648923300000002
./main < ./910000.txt,0.28070187630000004,0.001304988485366546,0.28082679229999996,0.2705972899999998,0.010008941800000004,0.2781002203,0.2838075053
./main < ./66000.txt,0.014352948034567905,0.0012640041756886407,0.0136341833,0.013778720493827161,0.001052466049382716,0.0133153333,0.0178548873
./main < ./16000.txt,0.011300753472413789,0.005623413073319735,0.012548512300000002,0.009578789057471258,0.002046995540229885,0.002557407300000001,0.0203271533
./main < ./28.txt,0.005308725372727277,0.0018057101718187652,0.0059924163,0.003400988417508419,0.0022084845117845116,0,0.0069372613000000015
./main < ./5600.txt,0.00786921006744186,0.0033727885975167317,0.009768641300000002,0.005943665860465116,0.002208290418604651,0.0001255433000000002,0.010169647300000001
./main < ./51000.txt,0.01321182502881356,0.0020517672068441953,0.012986697299999999,0.01266205152542373,0.0010516023728813558,0.010849139300000001,0.0175302983
./main < ./700000.txt,0.21001145905,0.0014148660040396697,0.20971684680000002,0.20212880000000005,0.007886576599999999,0.2075438803,0.21318488630000001
./main < ./10000.txt,0.009962228956084658,0.004578188335701731,0.013006907299999999,0.007821842186948846,0.0024381710758377417,0.0010026933000000003,0.0140145113
./main < ./3600.txt,0.00712131325407725,0.0029390756070933515,0.008563074300000001,0.005017304549356223,0.002413571072961373,0,0.0098280853
./main < ./880000.txt,0.27671534223000005,0.0018794504102424537,0.2764720533,0.26790797999999993,0.0087177624,0.27366868029999997,0.2848009243
./main < ./110.txt,0.004891891876912379,0.002280129021325951,0.006029992300000001,0.003158022698191935,0.002069271571627259,0,0.0071823103000000004
./main < ./420.txt,0.006091248461937718,0.000991772872136237,0.006264611300000001,0.0038397355017301027,0.0025210159169550194,0,0.006907110300000001
./main < ./6600.txt,0.009115516185,0.003438048814835964,0.010717248300000001,0.006974562599999999,0.002417541900000001,0.0003013513000000006,0.010980263300000001
./main < ./82000.txt,0.018150086818518516,0.0005189438764359646,0.0179845563,0.01733653777777778,0.001277178962962963,0.0177750343,0.0199871743
./main < ./5400.txt,0.008159441477745657,0.0033526283088712553,0.0098618558,0.006177247456647403,0.002294404768786126,0.00004940630000000064,0.0111883183
./main < ./1800.txt,0.0061721004583969495,0.0023683863098888916,0.0072331703,0.004414039389312974,0.0020724067938931285,0,0.0075542143000000015
./main < ./8300.txt,0.010970362977419355,0.002876032461278465,0.011957642300000002,0.00848022838709677,0.0026683252688172046,0.0007478203000000003,0.0133093323
./main < ./2500.txt,0.00662559102310757,0.002562197394032046,0.0077627183000000015,0.004534449402390442,0.0023404163346613547,0,0.008175092300000002
./main < ./360000.txt,0.09330007345000003,0.0008461314026759625,0.09317125980000002,0.08884061999999997,0.0045636872,0.09177306930000001,0.09539875230000001
./main < ./43000.txt,0.010909034748559669,0.0027600567001593032,0.010234848300000002,0.01015724724279835,0.0012452376954732514,0.0081213503,0.0183150613
./main < ./610000.txt,0.17448964255,0.0018383284330781393,0.1739625683,0.16759663,0.006913244200000004,0.1719415893,0.18307309730000002
./main < ./13000.txt,0.010612539430879342,0.00543150743097348,0.011024070300000001,0.008810253169734147,0.002095296646216767,0.0017835283,0.0166835423
./main < ./77.txt,0.004867159078911568,0.002231078721134372,0.006016405800000001,0.003043267891156464,0.0021844506802721087,0,0.0069365513000000005
./main < ./12.txt,0.004926486446258503,0.002168262458182895,0.005984300800000001,0.0031961244897959176,0.002104767551020408,0,0.0069602553
./main < ./590.txt,0.005629452131914895,0.0019464103595290842,0.0063839673000000005,0.003816275602836879,0.0021485854609929063,0,0.007348024300000001
./main < ./920.txt,0.006408987455319148,0.0010770315907421045,0.006605381800000001,0.004258596737588656,0.0024451997163120573,0,0.0071971943
./main < ./890000.txt,0.28035279705000016,0.001764877131471238,0.2800380238,0.2709426500000001,0.0093019212,0.27732376329999997,0.2867822093
./main < ./21000.txt,0.010106019070448547,0.00602444939981655,0.0080440253,0.009262087387862796,0.0012866061741424802,0.0037300273,0.0226557663
./main < ./830.txt,0.0058595869047619,0.001843614819157715,0.0065210733,0.0038719402267573732,0.0023486127437641743,0,0.0073976503
./main < ./3500.txt,0.00753010275042017,0.0024817198062731718,0.008485865300000001,0.005497446386554622,0.0022789900840336124,0,0.0093234933
./main < ./73000.txt,0.01618233014444444,0.0005823951489795854,0.0159086223,0.015279011851851845,0.0013538146666666666,0.0157592603,0.018008827300000002
./main < ./560000.txt,0.15862048411,0.0013919900916591792,0.1582687653,0.15221324,0.006433074199999997,0.15647112230000002,0.16227748730000002
./main < ./93.txt,0.005229324217385257,0.0019606947675482097,0.006033528300000001,0.003349738080667597,0.002211728289290681,0,0.007006321300000001
./main < ./99.txt,0.0052888321231543646,0.0018649538068081744,0.0060226048,0.0032478814765100677,0.0023277039597315433,0,0.007159144300000001
./main < ./42000.txt,0.011974206667647062,0.0032464261029635237,0.011041517800000001,0.011629118823529412,0.0008850886764705881,0.0087499573,0.0230875523
./main < ./1400.txt,0.0060088702558352405,0.0021716728372999394,0.006902539300000001,0.0041181749199084685,0.0022397170251716248,0,0.0079656463
./main < ./8400.txt,0.010362417240217386,0.003659881825956006,0.0120406203,0.00837327369565217,0.002240854130434783,0.0009210053000000005,0.012497600300000002
./main < ./3300.txt,0.00680757010386598,0.0027544114913196417,0.008143478300000001,0.004929182886597942,0.0021460974742268032,0,0.009410337300000002
./main < ./460000.txt,0.12125386442,0.0022522329958928012,0.1207646423,0.11604006999999998,0.0053002778,0.11919564330000001,0.1388885993
./main < ./74000.txt,0.015776606220000006,0.00059366886820214,0.0155216953,0.015097173333333335,0.001151224933333333,0.015353510300000001,0.0185540503
./main < ./410.txt,0.005015719107510423,0.0023725933143156235,0.006226344300000001,0.003156665090403334,0.0022011394993045877,0,0.0073162783
./main < ./650.txt,0.006020191275177311,0.0014858339277490638,0.006421097800000001,0.003935750780141843,0.002429850780141844,0,0.006903754300000001
./main < ./130000.txt,0.03044269446,0.00016926535653888765,0.0304582078,0.029046459999999986,0.0017691351999999997,0.030106050300000003,0.0311842553
./main < ./8000.txt,0.008601877223197498,0.004196500232620334,0.011372932300000001,0.006762000752351092,0.0021225623197492142,0.0004976843000000005,0.0121092733
./main < ./54000.txt,0.01281601869130435,0.001803145645767696,0.012268988299999999,0.012285945869565211,0.0010451606521739132,0.0107029483,0.0177643403
./main < ./660.txt,0.005632109153268429,0.0019827628020003493,0.006403621300000001,0.003596837162726008,0.0023889268150208633,0,0.007481426300000001
./main < ./590000.txt,0.16795091830999997,0.0015616559648625676,0.1677594598,0.16134149999999997,0.006591453000000001,0.1653185023,0.17197520230000002
./main < ./540.txt,0.005558768287065371,0.001988533418045221,0.006330051300000001,0.003454279721835884,0.0024318279554937385,0,0.0073373413
./main < ./34000.txt,0.010605198479999996,0.0047316656335038955,0.0094150988,0.009995419999999998,0.0011015047999999997,0.0063471653000000015,0.031384728300000005
./main < ./2100.txt,0.006650814099639637,0.002225595814383299,0.007488400300000001,0.004685595603603599,0.002243504072072072,0,0.0089740993
./main < ./85000.txt,0.0177227866768116,0.00018447082044555714,0.017702042299999998,0.017082480289855068,0.0011208281159420291,0.0174422553,0.0187975153
./main < ./76.txt,0.005049169531571626,0.002132651033251179,0.0060228583,0.0031461448678720447,0.0021706147426981902,0,0.007346749300000001
./main < ./880.txt,0.005878805881362007,0.0018978687394300272,0.006552421300000001,0.003851761003584231,0.0023825078136200726,0,0.007008584300000001
./main < ./22.txt,0.0052027886581363005,0.0019339240043482547,0.005979449300000001,0.003226996662030599,0.0022546034214186344,0,0.006959524300000001
./main < ./78000.txt,0.01598438660935251,0.0004297003970816169,0.015837664300000002,0.014749149928057556,0.0015937394244604317,0.015639235300000002,0.0175333923
./main < ./87.txt,0.005784091060222532,0.0012012589653780414,0.0060405603,0.003654077329624478,0.0023960185257301822,0,0.0071289073
./main < ./7500.txt,0.008923130571794868,0.0038094670283487816,0.011076838300000003,0.006934162051282048,0.002229278564102564,0.00040475530000000023,0.011745998300000001
./main < ./97.txt,0.0053908490016949095,0.001824885716007063,0.006042335300000001,0.0033593793898305086,0.0022815920677966106,0,0.007036117300000001
./main < ./37000.txt,0.012448303688888884,0.004332252164023864,0.0106898753,0.011699606296296293,0.0012297244444444448,0.0075803053,0.0236499223
./main < ./6800.txt,0.008905464968202766,0.00356871335255738,0.010853368300000003,0.007004990414746547,0.0021719987096774206,0.0004565253000000007,0.0111483733
./main < ./290.txt,0.0056280453828178685,0.00164569465996341,0.0061604163,0.0033290672164948457,0.002542839518900345,0,0.0069513803000000015
./main < ./86.txt,0.005159415209874825,0.0020185626113720626,0.0060303233,0.0032899675104311587,0.002169257385257304,0,0.007110106300000001
./main < ./550.txt,0.005950970792334503,0.0014829490530850276,0.006356971300000001,0.0038143588850174212,0.002429212055749129,0,0.007277954300000001
./main < ./660000.txt,0.17869932889,0.0016069857725783806,0.17836350580000002,0.17200690000000002,0.0066790341999999996,0.1761202393,0.1848202603
./main < ./1600.txt,0.006234858140333791,0.0021317568073432624,0.007063333300000001,0.0043179088178025024,0.002225218052851183,0,0.008202171300000002
./main < ./950000.txt,0.30282609786000003,0.0016857979025297737,0.3025766963,0.2929589999999999,0.009734121199999996,0.2997749563,0.3072902063
./main < ./94.txt,0.005172663192072323,0.0020134859273257307,0.006026941300000001,0.0032465810848400557,0.002200769680111267,0,0.0069097343
./main < ./81000.txt,0.018034643833333325,0.0001262810014579426,0.0180241293,0.01743233037037037,0.0010990256296296297,0.017843942300000002,0.018690864300000002
./main < ./81.txt,0.005328783001947151,0.0018488859261024512,0.006047739300000001,0.0034198160778859525,0.0022020193880389408,0,0.006862686300000001
./main < ./9700.txt,0.009923814372625699,0.0043293846322351014,0.0125655423,0.00807666837988827,0.0022016585474860326,0.0009016233000000004,0.012964592300000001
./main < ./5900.txt,0.007529216460194175,0.003950131224880712,0.0101995963,0.006056629320388348,0.0018642961165048536,0.00016898629999999998,0.010625418300000002
./main < ./810.txt,0.0058039727889679675,0.0019286784883009625,0.006524743300000001,0.0037023002135231327,0.002465878932384342,0,0.0076829413
./main < ./15000.txt,0.009859957547863243,0.004703057588799854,0.0093190363,0.008367554700854702,0.0018306458974358972,0.0022791623,0.017600428300000002
./main < ./49000.txt,0.012068734815463921,0.001535552418811631,0.0116251438,0.011511487835051543,0.0010397462886597942,0.010367941300000003,0.0181442773
./main < ./31.txt,0.005462146817385262,0.001694480890873604,0.006004852300000001,0.003538176189151596,0.002225642002781637,0,0.007046997300000001
./main < ./100000.txt,0.022600419192857147,0.00018875612020984424,0.022580517799999998,0.021268622500000004,0.0017247519642857138,0.0223712083,0.024054944300000002
./main < ./18.txt,0.005045317177329622,0.0021252029421105242,0.0059889883,0.0032065315159944376,0.0021098411126564665,0,0.0070314433000000015
./main < ./200000.txt,0.04936594738000002,0.0003736748148987698,0.049337100300000006,0.04751323000000002,0.0022016339999999996,0.048670049300000004,0.050766196300000004
./main < ./70000.txt,0.015467541520779227,0.0006661479680712395,0.015190276300000001,0.014896995064935055,0.0010677668831168827,0.014953777300000002,0.0186135143
./main < ./28000.txt,0.01144133512832619,0.004959348049912568,0.0103744533,0.010462705922746778,0.0013990521888412016,0.005272648300000001,0.0232399343
./main < ./240000.txt,0.055631304600000014,0.00042894892144027755,0.055619832800000005,0.053209009999999994,0.002687488,0.054818867300000004,0.05715402530000001
./main < ./790000.txt,0.24283985953999992,0.0017032938543055018,0.24241483930000002,0.23472967999999994,0.0080497418,0.2399978993,0.24845237830000003
./main < ./940.txt,0.005612395843949932,0.002228302591339312,0.0065847173,0.0038603809179415852,0.002158361029207234,0,0.007724759300000001
./main < ./35.txt,0.0057759646060606025,0.0011335144611161493,0.0059931343,0.003474549764309764,0.0025052245791245785,0,0.0069519633
./main < ./47000.txt,0.012727591538095235,0.0025386820504859297,0.0119403553,0.012133869523809522,0.0010929117460317455,0.009914353300000001,0.019499094300000002
./main < ./400000.txt,0.09582867032000003,0.0010254209924635681,0.0955859378,0.09206750999999996,0.0038995301999999988,0.09376055230000001,0.1001468823
./main < ./450.txt,0.0054537951294853955,0.00204312205000374,0.0062703043000000005,0.003312764561891514,0.002445993129346315,0,0.007291410300000001
./main < ./320.txt,0.005799272882352939,0.0014592882500683263,0.006185510300000001,0.0037066143944636657,0.002350390034602075,0,0.007258795300000002
./main < ./60000.txt,0.013537587040112995,0.0009279510733857968,0.0129486043,0.012947757740112989,0.0010551636158192084,0.0127385463,0.0159260373
./main < ./900.txt,0.006091236493184972,0.0016522338105355039,0.006591132300000001,0.0040633035326842855,0.0023519819193324053,0,0.0075405883000000005
./main < ./530000.txt,0.13774317881000006,0.001262719235401968,0.13748711130000002,0.13178051999999993,0.0060224466,0.13533645930000002,0.14181058030000002
./main < ./11.txt,0.00500347898664812,0.0021233989875169557,0.0059819483000000005,0.0032366884561891487,0.002078511515994435,0,0.006919026300000001
./main < ./66.txt,0.005266737605841925,0.0018945365842995881,0.006029482300000001,0.003313139656357388,0.0022614367010309277,0,0.006937670300000001
./main < ./53.txt,0.005276025061046509,0.0018717679897981207,0.0060078773000000005,0.003284525174418605,0.0022629205813953462,0,0.0067400273000000005
./main < ./420000.txt,0.11004975006999997,0.000985914054453923,0.10989518780000002,0.10557697,0.0046012102,0.10803474430000001,0.1132899123
./main < ./58.txt,0.00521442296620306,0.0019783300508480492,0.0060213193,0.003233725118219751,0.0022798290125173857,0,0.0070653793000000015
./main < ./2900.txt,0.006759698894715448,0.0026444511308798078,0.0080413468,0.004852322601626012,0.0021725482113821126,0,0.0083967283
./main < ./640.txt,0.005148326839160842,0.0023683365359053496,0.006405145800000001,0.003281720839160838,0.0022615702797202804,0,0.0070324613
./main < ./630.txt,0.005462587606119609,0.002134382252938743,0.0063974083,0.003591402892906812,0.002253787176634214,0,0.007320687300000001
./main < ./170.txt,0.005408066825452015,0.0018516514768694308,0.006096473300000001,0.003250318442280945,0.002456987037552157,0,0.0071977443
./main < ./5200.txt,0.008179009388785045,0.003224158681302867,0.0097246428,0.006089337570093459,0.0023733928971962624,0.000017630299999999918,0.010524534300000003
./main < ./230.txt,0.005604854850171823,0.001627960804003353,0.006128999300000001,0.0034115044673539508,0.002422441099656357,0,0.0071029793
./main < ./960000.txt,0.28711845345,0.001594427242406796,0.2869563818,0.2769583000000001,0.010061411200000002,0.2840651943,0.2907771763
./main < ./240.txt,0.005097437293045895,0.0021797679047857576,0.0061377773,0.00322263699582754,0.0021842405285118203,0,0.0071738963000000005
./main < ./430.txt,0.0055576781586926275,0.0018869212732824927,0.006265050300000001,0.0035431047566063982,0.0023135407788595287,0,0.0073633453
./main < ./930000.txt,0.2955939446700001,0.0018655314803760431,0.29532954029999997,0.2850580099999999,0.010434640599999998,0.2923173653,0.3057828713
./main < ./89000.txt,0.019951495608943097,0.00014164866580931667,0.0199369633,0.019183405528455284,0.0012253853658536584,0.0197105693,0.0206368943
./main < ./30000.txt,0.010740332628947363,0.004236664629143568,0.0098168953,0.00994890539473684,0.0012539571052631578,0.005601976300000001,0.0260214803
./main < ./750.txt,0.006121671406535951,0.001414737713338517,0.006483980300000001,0.003916134117647058,0.0025117333986928087,0,0.007513546300000001
./main < ./110000.txt,0.02515643948627451,0.00015439626791177233,0.0251377303,0.024301501176470577,0.0012920680392156862,0.0248164183,0.0256709743
./main < ./930.txt,0.005716856512239223,0.0021287946070814205,0.0066015113000000005,0.003797184645340748,0.0022710073991655086,0,0.007644534300000001
./main < ./220.txt,0.005373183703198886,0.0019037072205997634,0.0061183003,0.0033567256745479844,0.0022888508205841456,0,0.0068437543
./main < ./64000.txt,0.01426417991077844,0.0008243357710165975,0.0138443283,0.01377569173652695,0.0009738596407185626,0.0136605593,0.0170005243
./main < ./530.txt,0.005672098926190473,0.0018492084278769483,0.006336237800000001,0.003598730000000002,0.002396145803571428,0,0.007519085300000001
./main < ./82.txt,0.00530335272910959,0.0019127474660574975,0.006032979800000001,0.003268776849315069,0.00232303506849315,0,0.0070318413
./main < ./340000.txt,0.08063140528,0.0006534826067108711,0.08050567580000001,0.07714973999999998,0.0036671831999999993,0.07948903430000001,0.0826865573
./main < ./7000.txt,0.008608967620839571,0.003870472843569464,0.010821811300000001,0.006763476941529241,0.002136142578710644,0.00032779330000000037,0.0130474503
./main < ./8800.txt,0.009115784455555557,0.00463692022579719,0.012271267300000001,0.007526633111111111,0.001986005888888889,0.0007774553000000003,0.013606188299999999
./main < ./46.txt,0.005358563558823528,0.0017585437201966829,0.006003170300000001,0.0031992112941176465,0.002459866352941176,0,0.0066140783
./main < ./890.txt,0.005600037158781363,0.0021854718099295974,0.006574252300000001,0.0037459386379928294,0.00222794258064516,0,0.007115784300000001
./main < ./680.txt,0.006255550828404666,0.001106205270025919,0.006430077300000001,0.0038108364202334623,0.002760377120622568,0,0.007565899300000001
./main < ./310.txt,0.006033754955670107,0.0009637389628478978,0.006194215300000001,0.0038131226116838468,0.0024755761512027484,0,0.006742594300000001
./main < ./440.txt,0.005235505529861111,0.0021743313860165684,0.0062692118000000005,0.0034103316666666667,0.002147753402777778,0,0.0067369933000000016
./main < ./4400.txt,0.008234648647572819,0.0025701958842668394,0.009149047300000001,0.005847413851132689,0.002603787313915858,0,0.010833963300000003
./main < ./620000.txt,0.18025174654,0.0015079162039241816,0.1798811928,0.1734685799999999,0.006791614199999998,0.1777153113,0.18446488630000002
./main < ./490000.txt,0.13439914408,0.0012830976451525793,0.13425405880000002,0.1288148199999999,0.005602652399999999,0.13182463030000002,0.13832434130000001
./main < ./19.txt,0.004908828440890127,0.0021970397035341207,0.005986690300000001,0.0031703399721835853,0.0020769649235048656,0,0.007085359300000001
./main < ./6100.txt,0.00885804761400966,0.0032049496773202085,0.010303582300000003,0.006601622608695648,0.0025183971014492755,0.00019715430000000027,0.0107213073
./main < ./400.txt,0.0049129124367132855,0.0024215793324668727,0.006241085800000001,0.0031184236363636345,0.0021928721678321685,0,0.007140288300000001
./main < ./780.txt,0.0058840957426523266,0.001854808684077805,0.0064813033,0.003833385519713261,0.002424345949820789,0,0.0076038433
./main < ./25.txt,0.005163129071157891,0.0019312523237049119,0.0059788803,0.0032984881684210558,0.002164648294736842,0,0.0071912393
./main < ./5800.txt,0.007968567979049032,0.003499776356477947,0.009910087300000002,0.0060985075185735526,0.002206012154531947,0.00008033629999999996,0.011400010300000003
./main < ./350.txt,0.0054886106270363895,0.0018831674977174842,0.0061925293,0.0033733594454072773,0.0023924245407279028,0,0.0073833693
./main < ./87000.txt,0.01944321725238095,0.00011851283135605907,0.0194246058,0.018449536190476193,0.0014359377777777777,0.0192468683,0.0200085313
./main < ./310000.txt,0.07797263344000001,0.0005836267407808739,0.0780153528,0.07452581999999999,0.0036422231999999988,0.0767851603,0.08009310130000001
./main < ./440000.txt,0.11639311496999998,0.0012580302626078647,0.11605257330000002,0.11164449000000001,0.004790084799999999,0.11455392530000001,0.1211366093
./main < ./48000.txt,0.012629650751456306,0.002544714194151393,0.0123696273,0.012125851262135924,0.0010250349514563108,0.009222277300000001,0.0174610443
./main < ./6300.txt,0.008116785281845682,0.0038854330091884094,0.0104897563,0.006339148441754918,0.0021126892889561264,0.00023188430000000045,0.0114665173
./main < ./2800.txt,0.0066533550902642515,0.002737390824993299,0.007973633300000001,0.00499775154381085,0.0019559577190542436,0,0.0093270053
./main < ./5300.txt,0.007679805411682896,0.0034296710342837863,0.009585774300000002,0.005600216022253129,0.0023814961057023625,0,0.010614108300000001
./main < ./52000.txt,0.012768010902564108,0.001321570374220895,0.0127396653,0.012022636923076927,0.001216722692307692,0.0108619143,0.017720491300000002
./main < ./92000.txt,0.01925561945748031,0.00012459394639186455,0.0192394663,0.018336323779527552,0.0013540244094488191,0.0190539993,0.0197405483
./main < ./7100.txt,0.008558472371180549,0.003940343239225081,0.010974242800000002,0.006639933402777773,0.002200132083333333,0.00038891030000000066,0.012034412300000002
./main < ./320000.txt,0.07822761740999998,0.0006742153755372287,0.07813396480000001,0.07495623999999998,0.0034983055999999995,0.07664387430000001,0.08007340730000001
./main < ./2300.txt,0.006602659544228103,0.002449863621515269,0.0076170373000000015,0.004680696356050073,0.002191505563282339,0,0.0087074103
./main < ./120.txt,0.005655033051700682,0.0015009429964908114,0.0060581078,0.003578028707482993,0.002354890204081634,0,0.007236741300000001
./main < ./670.txt,0.005730495893045899,0.0019030762479599775,0.006406139300000001,0.003665595493741309,0.0024120595271210025,0,0.0076367913
./main < ./38.txt,0.005122482353082191,0.0020770434639263147,0.006012677300000001,0.0032766079452054807,0.0021657147945205475,0,0.0070839993
./main < ./35000.txt,0.012369878523048333,0.003605116571762901,0.0123718123,0.011606296059479555,0.0012562289219330857,0.0069470753,0.0219574653
./main < ./27000.txt,0.0121244918480226,0.005921088870009468,0.0119341993,0.010961396158192093,0.001551895706214689,0.004694928300000001,0.0257246753
./main < ./7400.txt,0.008010742859585486,0.004387250547277643,0.0112444563,0.006257844145077722,0.0020561537823834196,0.0004525463000000004,0.011612943300000001
./main < ./780000.txt,0.22013759242000014,0.0015801196589336295,0.22003044430000002,0.21211436999999997,0.007986692400000002,0.21756143930000002,0.2265793053
./main < ./9600.txt,0.009970268884070809,0.0042858073660210555,0.0125141733,0.007971496141592918,0.0022660607079646013,0.0008156933000000007,0.0130996863
./main < ./1700.txt,0.006248644854172768,0.0022901867239356324,0.0071913673,0.0041607612298682276,0.00238076448023426,0,0.008335376300000003
./main < ./21.txt,0.004959665977181209,0.002144191669864793,0.0059822548000000005,0.003081876241610738,0.002170919731543624,0,0.007080421300000001
./main < ./56.txt,0.005141552774149664,0.002018100011830612,0.0060158958000000005,0.0033776900680272124,0.0020763002040816323,0,0.0069870333000000015
./main < ./500.txt,0.004799860110877197,0.00258656423785582,0.0062841893000000005,0.0029990280701754374,0.0021798901052631574,0,0.0075041973
./main < ./4600.txt,0.007959744574222223,0.002890797688430467,0.009231499300000001,0.006005593244444447,0.002245583288888889,0,0.010324723300000001
./main < ./26000.txt,0.01181429041931818,0.005520252190939318,0.010206275800000001,0.010687315681818174,0.0015333790909090915,0.004851593300000001,0.0263869623
./main < ./470.txt,0.00536668099423631,0.002129316173755989,0.0062782078,0.0033415089337175768,0.0023483132276657047,0,0.007444230300000001
./main < ./250.txt,0.005326938821724138,0.0019823363713936974,0.0061362998,0.003380897655172415,0.0022194893103448282,0,0.007289255300000001
./main < ./3900.txt,0.006692526869491525,0.0032780592379514843,0.0085934753,0.004825334576271188,0.0022095099999999987,0,0.0097551593
./main < ./17.txt,0.005316470488435375,0.00182533390468206,0.005989979300000001,0.0032403008163265287,0.00230514605442177,0,0.006617732300000001
./main < ./55000.txt,0.012774993552688171,0.0012809859684869587,0.0119664968,0.012370785806451604,0.0009414186021505375,0.011798703300000001,0.0167136003
./main < ./83.txt,0.005148844688317109,0.002049512521397851,0.006036396300000001,0.0032415660639777432,0.0022126893463143265,0,0.007066527300000001
./main < ./720000.txt,0.21652864878000005,0.0014065509703585547,0.2162269743,0.20871936000000002,0.0077775336,0.21397768730000002,0.22116138130000002
./main < ./59000.txt,0.013710939412244891,0.002569725776746559,0.0135906788,0.013232901836734692,0.000983736020408163,0.0108958693,0.020468267300000002
./main < ./810000.txt,0.24991453739999986,0.0014629821219872574,0.24973835580000003,0.24178791,0.0080590418,0.2471675783,0.2544880753
./main < ./190.txt,0.005021433940194717,0.0022095216888799664,0.0060952403000000014,0.003078551376912378,0.002260355716272601,0,0.007232338300000001
./main < ./77000.txt,0.016962768859440557,0.0005020046638996302,0.0167957993,0.01609047608391609,0.001328859160839161,0.0165720973,0.0187489893
./main < ./570.txt,0.0057470930431154435,0.0017881952951890308,0.006355633300000001,0.0037103034214186394,0.0023554348539638367,0,0.007445522300000001
./main < ./51.txt,0.005475016972789115,0.0016579578564374906,0.006006914800000001,0.0035432438095238093,0.0021916829251700685,0,0.0071161293
./main < ./510.txt,0.0058445346104166645,0.0016102862954466511,0.006308901800000001,0.0035557518055555556,0.002618763333333334,0,0.0073468793
./main < ./5100.txt,0.007379230917272727,0.0034981166139224315,0.009423900300000001,0.005404361636363635,0.0022822021818181817,0,0.0102199423
./main < ./450000.txt,0.11994277331000003,0.0010831276235058291,0.11976502280000001,0.11529765999999995,0.0047242572,0.1179725233,0.12294054730000001
./main < ./97000.txt,0.021447914171794872,0.0001374166504538572,0.0214407533,0.020380765128205126,0.0014997977777777773,0.0211063513,0.0219927683
./main < ./22000.txt,0.011779454894795541,0.006500623727482721,0.0113283083,0.010454349739776951,0.0016690638661710033,0.0036375433000000006,0.0224016363
./main < ./40.txt,0.005718674419435738,0.0013083412341711833,0.0060126223,0.0037305350470219437,0.0022641823824451415,0,0.0069284943
./main < ./4900.txt,0.00769674618907563,0.003306275602380495,0.0094351893,0.005711520873949577,0.0022808938823529416,0,0.0108415943
./main < ./14000.txt,0.010632126181118877,0.005811205187030252,0.0113708473,0.008889362517482517,0.0020505867132867128,0.0020475953000000007,0.0168825753
./main < ./80000.txt,0.017862168476470586,0.000293240144095002,0.0178042653,0.017313957058823534,0.0010486288235294116,0.017616353300000002,0.0196546183
./main < ./3100.txt,0.006812705972183588,0.0028942686093815424,0.008236005300000002,0.004832334742698191,0.002266015271210014,0,0.0095759783
./main < ./36.txt,0.005195112261481485,0.00196676178645146,0.006010356300000001,0.003291765925925925,0.00219279925925926,0,0.0069430443
./main < ./7900.txt,0.008995516315957445,0.004113444026106416,0.0116207843,0.006869638297872337,0.0023894876595744684,0.0005759752999999999,0.0120040563
